year,state_name,Value,commodity,avg_temp_f,total_precip_inches,drought_severity_index,drought_category,yield_anomaly,yield_yoy_change,temp_stress,precip_anomaly,drought_risk_score,yield_volatility,yield_decline,yield_volatility_score,yield_decline_score,yield_risk,temp_stress_score,precip_risk,precip_risk_score,weather_risk,drought_high,drought_persistence,drought_persistence_score,drought_risk,SRI,risk_level
2012,ALABAMA,12.0,CORN,72.3,34.4,170.0,Low,-90.07789721049654,-88.0,2.299999999999997,31.434176047781463,34.0,50.80682368868706,88.0,43.56435643564355,91.66666666666667,67.61551155115511,17.968749999999982,31.434176047781463,31.392653717525164,24.680701858762575,0,0.0,0.0,23.799999999999997,41.59041517809082,Moderate
2013,ALABAMA,131.0,CORN,63.4,22.2,162.0,Low,8.316288785412777,991.6666666666666,6.600000000000001,-15.179107318001495,32.4,61.733297336202604,0.0,52.93327104210858,0.0,26.46663552105429,51.56250000000003,15.179107318001495,15.12774118666134,33.345120593330684,0,0.0,0.0,22.679999999999996,27.39419038642092,Moderate
2013,ALABAMA,199.0,CORN,63.4,22.2,162.0,Low,64.54153792593239,51.908396946564885,6.600000000000001,-15.179107318001495,32.4,94.65199416811038,0.0,81.15943709746546,0.0,40.57971854873273,51.56250000000003,15.179107318001495,15.12774118666134,33.345120593330684,0,0.0,0.0,22.679999999999996,33.039423597492295,Moderate
2013,ALABAMA,199.0,CORN,63.4,22.2,162.0,Low,64.54153792593239,0.0,6.600000000000001,-15.179107318001495,32.4,39.25981830489455,0.0,33.66336633663366,0.0,16.83168316831683,51.56250000000003,15.179107318001495,15.12774118666134,33.345120593330684,0,0.0,0.0,22.679999999999996,23.540209445325935,Low
2013,ALABAMA,147.0,CORN,63.4,22.2,162.0,Low,21.54575917141739,-26.13065326633166,6.600000000000001,-15.179107318001495,32.4,30.02221399786053,26.13065326633166,25.74257425742573,27.219430485762146,26.481002371593938,51.56250000000003,15.179107318001495,15.12774118666134,33.345120593330684,0,0.0,0.0,22.679999999999996,27.39993712663678,Moderate
2013,ALABAMA,13.0,CORN,63.4,22.2,162.0,Low,-89.25105531137125,-91.15646258503402,6.600000000000001,-15.179107318001495,32.4,95.96527149616851,91.15646258503402,82.28550791757684,94.95464852607711,88.62007822182697,51.56250000000003,15.179107318001495,15.12774118666134,33.345120593330684,0,0.0,0.0,22.679999999999996,52.25556746673,High
2013,ALABAMA,147.0,CORN,63.4,22.2,162.0,Low,21.54575917141739,1030.769230769231,6.600000000000001,-15.179107318001495,32.4,77.36493607140984,0.0,66.33663366336631,0.0,33.16831683168316,51.56250000000003,15.179107318001495,15.12774118666134,33.345120593330684,0,0.0,0.0,22.679999999999996,30.07486291067247,Moderate
2013,ALABAMA,145.0,CORN,63.4,22.2,162.0,Low,19.892075373166815,-1.3605442176870763,6.600000000000001,-15.179107318001495,32.4,76.79409699536372,1.3605442176870763,65.84716718680316,1.4172335600907047,33.632200373446935,51.56250000000003,15.179107318001495,15.12774118666134,33.345120593330684,0,0.0,0.0,22.679999999999996,30.26041632737798,Moderate
2013,ALABAMA,150.0,CORN,63.4,22.2,162.0,Low,24.026284868793255,3.4482758620689724,6.600000000000001,-15.179107318001495,32.4,2.5166114784229148,0.0,2.157870764128473,0.0,1.0789353820642364,51.56250000000003,15.179107318001495,15.12774118666134,33.345120593330684,0,0.0,0.0,22.679999999999996,17.2391103308249,Low
2013,ALABAMA,145.0,CORN,63.4,22.2,162.0,Low,19.892075373166815,-3.3333333333333326,6.600000000000001,-15.179107318001495,32.4,2.8867513459475433,3.3333333333333326,2.475247524751973,3.472222222222222,2.973734873487097,51.56250000000003,15.179107318001495,15.12774118666134,33.345120593330684,0,0.0,0.0,22.679999999999996,17.99703012739404,Low
2013,ALABAMA,17.0,CORN,63.4,22.2,162.0,Low,-85.9436877148701,-88.27586206896552,6.600000000000001,-15.179107318001495,32.4,75.38567503179895,88.27586206896552,64.63951451383778,91.95402298850576,78.29676875117177,51.56250000000003,15.179107318001495,15.12774118666134,33.345120593330684,0,0.0,0.0,22.679999999999996,48.126243678467915,Moderate
2014,ALABAMA,159.0,CORN,69.8,28.3,157.0,Low,31.46786196092085,835.2941176470589,0.2000000000000028,8.127534364889993,31.4,78.25599018605539,0.0,67.10066881131651,0.0,33.550334405658255,1.5625000000000222,8.127534364889993,8.071897917463657,4.81719895873184,0,0.0,0.0,21.979999999999997,21.459293449882853,Low
2014,ALABAMA,149.0,CORN,69.8,28.3,157.0,Low,23.19944296966797,-6.2893081761006275,0.2000000000000028,8.127534364889993,31.4,79.25486315257461,6.2893081761006275,67.95715333028599,6.551362683438154,37.254258006862074,1.5625000000000222,8.127534364889993,8.071897917463657,4.81719895873184,0,0.0,0.0,21.979999999999997,22.94086289036438,Low
2014,ALABAMA,156.0,CORN,69.8,28.3,157.0,Low,28.98733626354499,4.697986577181212,0.2000000000000028,8.127534364889993,31.4,5.131601439446532,0.0,4.400096246195534,0.0,2.200048123097767,1.5625000000000222,8.127534364889993,8.071897917463657,4.81719895873184,0,0.0,0.0,21.979999999999997,8.919178936858657,Low
2014,ALABAMA,155.0,CORN,69.8,28.3,157.0,Low,28.160494364419694,-0.6410256410256387,0.2000000000000028,8.127534364889993,31.4,3.7859388971997006,0.6410256410256387,3.2462566951985967,0.6677350427350404,1.9569958689668185,1.5625000000000222,8.127534364889993,8.071897917463657,4.81719895873184,0,0.0,0.0,21.979999999999997,8.82195803520628,Low
2014,ALABAMA,149.0,CORN,69.8,28.3,157.0,Low,23.19944296966797,-3.870967741935482,0.2000000000000028,8.127534364889993,31.4,3.7859388971997006,3.870967741935482,3.2462566951985967,4.032258064516127,3.639257379857362,1.5625000000000222,8.127534364889993,8.071897917463657,4.81719895873184,0,0.0,0.0,21.979999999999997,9.494862639562495,Low
2014,ALABAMA,17.0,CORN,69.8,28.3,157.0,Low,-85.9436877148701,-88.59060402684564,0.2000000000000028,8.127534364889993,31.4,77.99999999999997,88.59060402684564,66.88116979721404,92.28187919463087,79.58152449592245,1.5625000000000222,8.127534364889993,8.071897917463657,4.81719895873184,0,0.0,0.0,21.979999999999997,39.87176948598854,Moderate
2015,ALABAMA,147.0,CORN,66.5,26.2,135.0,Low,21.54575917141739,764.7058823529411,3.5,0.1039364084847222,27.0,75.63949585589086,0.0,64.85715340658341,0.0,32.428576703291704,27.34375000000001,0.1039364084847222,0.04344100268837134,13.693595501344191,0,0.0,0.0,18.9,22.74950933171994,Low
2015,ALABAMA,138.0,CORN,66.5,26.2,135.0,Low,14.104182079289796,-6.122448979591832,3.5,0.1039364084847222,27.0,72.59706146486461,6.122448979591832,62.248415315517896,6.377551020408159,34.312983167963026,27.34375000000001,0.1039364084847222,0.04344100268837134,13.693595501344191,0,0.0,0.0,18.9,23.503271917588467,Low
2015,ALABAMA,140.0,CORN,66.5,26.2,135.0,Low,15.757865877540372,1.449275362318847,3.5,0.1039364084847222,27.0,4.7258156262521585,0.0,4.0521548375602325,0.0,2.0260774187801163,27.34375000000001,0.1039364084847222,0.04344100268837134,13.693595501344191,0,0.0,0.0,18.9,10.588509617915303,Low
2015,ALABAMA,139.0,CORN,66.5,26.2,135.0,Low,14.931023978415084,-0.7142857142857117,3.5,0.1039364084847222,27.0,0.9999999999978559,0.7142857142857117,0.8574508948342393,0.7440476190476164,0.8007492569409278,27.34375000000001,0.1039364084847222,0.04344100268837134,13.693595501344191,0,0.0,0.0,18.9,10.098378353179626,Low
2015,ALABAMA,133.0,CORN,66.5,26.2,135.0,Low,9.969972583663354,-4.316546762589923,3.5,0.1039364084847222,27.0,3.78593889719962,4.316546762589923,3.2462566951985274,4.496402877697837,3.8713297864481824,27.34375000000001,0.1039364084847222,0.04344100268837134,13.693595501344191,0,0.0,0.0,18.9,11.32661056498253,Low
2015,ALABAMA,15.0,CORN,66.5,26.2,135.0,Low,-87.59737151312066,-88.72180451127821,3.5,0.1039364084847222,27.0,69.92376801441216,88.72180451127821,59.956197454268015,92.4185463659148,76.18737191009141,27.34375000000001,0.1039364084847222,0.04344100268837134,13.693595501344191,0,0.0,0.0,18.9,40.25302741443983,Moderate
2016,ALABAMA,120.0,CORN,71.7,34.5,126.0,Low,-0.7789721049653949,700.0,1.7000000000000028,31.816252140943625,25.2,64.70188044665571,0.0,55.478685286561856,0.0,27.739342643280928,13.281250000000027,31.816252140943625,31.774961189657326,22.528105594828677,0,0.0,0.0,17.639999999999997,23.146168735760973,Low
2016,ALABAMA,130.0,CORN,71.7,34.5,126.0,Low,7.489446886287489,8.333333333333325,1.7000000000000028,31.816252140943625,25.2,63.7050495120546,0.0,54.62395170968785,0.0,27.311975854843926,13.281250000000027,31.816252140943625,31.774961189657326,22.528105594828677,0,0.0,0.0,17.639999999999997,22.975222020386173,Low
2016,ALABAMA,122.0,CORN,71.7,34.5,126.0,Low,0.874711693285182,-6.153846153846154,1.7000000000000028,31.816252140943625,25.2,5.291502622128747,6.153846153846154,4.537203658371745,6.4102564102564115,5.4737300343140785,13.281250000000027,31.816252140943625,31.774961189657326,22.528105594828677,0,0.0,0.0,17.639999999999997,14.239923692174234,Low
2016,ALABAMA,124.0,CORN,71.7,34.5,126.0,Low,2.5283954915357585,1.6393442622950838,1.7000000000000028,31.816252140943625,25.2,4.163331998931714,0.0,3.569852747983674,0.0,1.784926373991837,13.281250000000027,31.816252140943625,31.774961189657326,22.528105594828677,0,0.0,0.0,17.639999999999997,12.764402228045338,Low
2016,ALABAMA,124.0,CORN,71.7,34.5,126.0,Low,2.5283954915357585,0.0,1.7000000000000028,31.816252140943625,25.2,1.1547005383772557,0.0,0.9900990098992787,0.0,0.49504950494963934,13.281250000000027,31.816252140943625,31.774961189657326,22.528105594828677,0,0.0,0.0,17.639999999999997,12.248451480428457,Low
2016,ALABAMA,16.0,CORN,71.7,34.5,126.0,Low,-86.77052961399538,-87.09677419354838,1.7000000000000028,31.816252140943625,25.2,62.35382907247955,87.09677419354838,53.46534653465343,90.72580645161291,72.09557649313317,13.281250000000027,31.816252140943625,31.774961189657326,22.528105594828677,0,0.0,0.0,17.639999999999997,40.888662275701876,Moderate
2017,ALABAMA,183.1,CORN,70.5,33.5,239.0,Moderate,51.394751729840294,1044.375,0.5,27.995491209322072,47.8,84.73411355528536,0.0,72.65534149112126,0.0,36.32767074556063,3.9062500000000013,27.995491209322072,27.95188646833577,15.929068234167884,0,0.0,0.0,33.459999999999994,29.347788768474615,Moderate
2017,ALABAMA,16.2,CORN,70.5,33.5,239.0,Moderate,-86.60516123417032,-91.15237575095576,0.5,27.995491209322072,47.8,96.41754681246213,91.15237575095576,82.67331179224507,94.95039140724559,88.81185159974532,3.9062500000000013,27.995491209322072,27.95188646833577,15.929068234167884,0,0.0,0.0,33.459999999999994,50.341461110148494,High
2017,ALABAMA,150.9,CORN,70.5,33.5,239.0,Moderate,24.770442578006023,831.4814814814815,0.5,27.995491209322072,47.8,88.54051803176515,0.0,75.9191464155869,0.0,37.95957320779345,3.9062500000000013,27.995491209322072,27.95188646833577,15.929068234167884,0,0.0,0.0,33.459999999999994,30.000549753367743,Moderate
2017,ALABAMA,13.8,CORN,70.5,33.5,239.0,Moderate,-88.58958179207103,-90.8548707753479,0.5,27.995491209322072,47.8,78.47107747444274,90.8548707753479,67.28509559921211,94.64049039098741,80.96279299509976,3.9062500000000013,27.995491209322072,27.95188646833577,15.929068234167884,0,0.0,0.0,33.459999999999994,47.20183766829027,Moderate
2017,ALABAMA,180.7,CORN,70.5,33.5,239.0,Moderate,49.4103311719396,1209.4202898550725,0.5,27.995491209322072,47.8,89.01316382048967,0.0,76.32441697006924,0.0,38.16220848503462,3.9062500000000013,27.995491209322072,27.95188646833577,15.929068234167884,0,0.0,0.0,33.459999999999994,30.08160386426421,Moderate
2017,ALABAMA,167.0,CORN,70.5,33.5,239.0,Moderate,38.08259715392316,-7.581627006087432,0.5,27.995491209322072,47.8,92.65845886911782,7.581627006087432,79.45007847145698,7.897528131341075,43.673803301399026,3.9062500000000013,27.995491209322072,27.95188646833577,15.929068234167884,0,0.0,0.0,33.459999999999994,32.286241790809974,Moderate
2017,ALABAMA,165.0,CORN,70.5,33.5,239.0,Moderate,36.428913355672584,-1.19760479041916,0.5,27.995491209322072,47.8,8.54575918219119,1.19760479041916,7.327568857823464,1.2475049900199584,4.287536923921711,3.9062500000000013,27.995491209322072,27.95188646833577,15.929068234167884,0,0.0,0.0,33.459999999999994,16.53173523981905,Low
2017,ALABAMA,165.0,CORN,70.5,33.5,239.0,Moderate,36.428913355672584,0.0,0.5,27.995491209322072,47.8,1.154700538381197,0.0,0.9900990099026581,0.0,0.49504950495132904,3.9062500000000013,27.995491209322072,27.95188646833577,15.929068234167884,0,0.0,0.0,33.459999999999994,15.014740272230895,Low
2017,ALABAMA,170.0,CORN,70.5,33.5,239.0,Moderate,40.56312285129902,3.0303030303030276,0.5,27.995491209322072,47.8,2.8867513459489267,0.0,2.475247524753159,0.0,1.2376237623765796,3.9062500000000013,27.995491209322072,27.95188646833577,15.929068234167884,0,0.0,0.0,33.459999999999994,15.311769975200995,Low
2017,ALABAMA,167.0,CORN,70.5,33.5,239.0,Moderate,38.08259715392316,-1.764705882352946,0.5,27.995491209322072,47.8,2.516611478424513,1.764705882352946,2.1578707641298434,1.8382352941176523,1.998053029123748,3.9062500000000013,27.995491209322072,27.95188646833577,15.929068234167884,0,0.0,0.0,33.459999999999994,15.615941681899862,Low
2017,ALABAMA,17.0,CORN,70.5,33.5,239.0,Moderate,-85.9436877148701,-89.82035928143712,0.5,27.995491209322072,47.8,87.48142660016468,89.82035928143712,75.01102751984786,93.562874251497,84.28695088567244,3.9062500000000013,27.995491209322072,27.95188646833577,15.929068234167884,0,0.0,0.0,33.459999999999994,48.531500824519334,Moderate
2018,ALABAMA,203.0,CORN,65.4,18.3,122.0,Low,67.84890552243354,1094.1176470588236,4.599999999999994,-30.080074951325553,24.4,98.6508996411082,0.0,84.58830217365232,0.0,42.29415108682616,35.937499999999964,30.080074951325553,30.03773259981542,32.98761629990769,0,0.0,0.0,17.08,31.93794532470277,Moderate
2018,ALABAMA,217.0,CORN,65.4,18.3,122.0,Low,79.42469211018758,6.896551724137923,4.599999999999994,-30.080074951325553,24.4,111.64825718896527,0.0,95.73289803356683,0.0,47.86644901678341,35.937499999999964,30.080074951325553,30.03773259981542,32.98761629990769,0,0.0,0.0,17.08,34.166864496685676,Moderate
2018,ALABAMA,216.0,CORN,65.4,18.3,122.0,Low,78.5978502110623,-0.4608294930875556,4.599999999999994,-30.080074951325553,24.4,7.810249675907407,0.4608294930875556,6.6969055734999925,0.4800307219662038,3.588468147733098,35.937499999999964,30.080074951325553,30.03773259981542,32.98761629990769,0,0.0,0.0,17.08,16.455672149065546,Low
2018,ALABAMA,156.0,CORN,65.4,18.3,122.0,Low,28.98733626354499,-27.77777777777778,4.599999999999994,-30.080074951325553,24.4,34.933269720044,27.77777777777778,29.95356338100179,28.935185185185187,29.444374283093488,35.937499999999964,30.080074951325553,30.03773259981542,32.98761629990769,0,0.0,0.0,17.08,26.798034603209704,Moderate
2018,ALABAMA,170.0,CORN,65.4,18.3,122.0,Low,40.56312285129902,8.974358974358964,4.599999999999994,-30.080074951325553,24.4,31.390019645316265,0.0,26.915400433798492,0.0,13.457700216899246,35.937499999999964,30.080074951325553,30.03773259981542,32.98761629990769,0,0.0,0.0,17.08,20.403364976732004,Low
2018,ALABAMA,176.0,CORN,65.4,18.3,122.0,Low,45.524174246050755,3.529411764705892,4.599999999999994,-30.080074951325553,24.4,10.263202878894075,0.0,8.800192492391934,0.0,4.400096246195967,35.937499999999964,30.080074951325553,30.03773259981542,32.98761629990769,0,0.0,0.0,17.08,16.780323388450693,Low
2018,ALABAMA,176.0,CORN,65.4,18.3,122.0,Low,45.524174246050755,0.0,4.599999999999994,-30.080074951325553,24.4,3.4641016151387856,0.0,2.970297029703854,0.0,1.485148514851927,35.937499999999964,30.080074951325553,30.03773259981542,32.98761629990769,0,0.0,0.0,17.08,15.614344295913078,Low
2018,ALABAMA,173.0,CORN,65.4,18.3,122.0,Low,43.04364854867489,-1.7045454545454586,4.599999999999994,-30.080074951325553,24.4,1.732050807570968,1.7045454545454586,1.4851485148532775,1.775568181818186,1.6303583483357318,35.937499999999964,30.080074951325553,30.03773259981542,32.98761629990769,0,0.0,0.0,17.08,15.6724282293066,Low
2018,ALABAMA,16.0,CORN,65.4,18.3,122.0,Low,-86.77052961399538,-90.7514450867052,4.599999999999994,-30.080074951325553,24.4,91.5223105768934,90.7514450867052,78.47588710162267,94.53275529865127,86.50432120013697,35.937499999999964,30.080074951325553,30.03773259981542,32.98761629990769,0,0.0,0.0,17.08,49.6220133700271,Moderate
2019,ALABAMA,147.0,CORN,71.0,18.5,208.0,Moderate,21.54575917141739,818.75,1.0,-29.315922765001247,41.6,84.1486779456457,0.0,72.15335920376683,0.0,36.07667960188341,7.812500000000003,29.315922765001247,29.27311765555111,18.542808827775556,0,0.0,0.0,29.119999999999997,28.72951448908603,Moderate
2019,ALABAMA,161.0,CORN,71.0,18.5,208.0,Moderate,33.121545759171426,9.523809523809534,1.0,-29.315922765001247,41.6,79.98124780221923,0.0,68.57999249811895,0.0,34.28999624905948,7.812500000000003,29.315922765001247,29.27311765555111,18.542808827775556,0,0.0,0.0,29.119999999999997,28.01484114795646,Moderate
2019,ALABAMA,156.0,CORN,71.0,18.5,208.0,Moderate,28.98733626354499,-3.105590062111796,1.0,-29.315922765001247,41.6,7.094598884597921,3.105590062111796,6.083270162101526,3.234989648033121,4.659129905067323,7.812500000000003,29.315922765001247,29.27311765555111,18.542808827775556,0,0.0,0.0,29.119999999999997,16.162494610359595,Low
2019,ALABAMA,151.0,CORN,71.0,18.5,208.0,Moderate,24.853126767918543,-3.205128205128205,1.0,-29.315922765001247,41.6,5.00000000000049,3.205128205128205,4.287254474180809,3.338675213675214,3.8129648439280115,7.812500000000003,29.315922765001247,29.27311765555111,18.542808827775556,0,0.0,0.0,29.119999999999997,15.82402858590387,Low
2019,ALABAMA,161.0,CORN,71.0,18.5,208.0,Moderate,33.121545759171426,6.62251655629138,1.0,-29.315922765001247,41.6,5.00000000000049,0.0,4.287254474180809,0.0,2.1436272370904046,7.812500000000003,29.315922765001247,29.27311765555111,18.542808827775556,0,0.0,0.0,29.119999999999997,15.156293543168827,Low
2019,ALABAMA,13.0,CORN,71.0,18.5,208.0,Moderate,-89.25105531137125,-91.92546583850933,1.0,-29.315922765001247,41.6,82.71235296697424,91.92546583850933,70.92178106552957,95.75569358178055,83.33873732365507,7.812500000000003,29.315922765001247,29.27311765555111,18.542808827775556,0,0.0,0.0,29.119999999999997,47.634337577794696,Moderate
2020,ALABAMA,158.0,CORN,67.1,18.6,108.0,Low,30.641020061795565,1115.3846153846152,2.9000000000000057,-28.93384667183908,21.6,84.59511412211306,0.0,72.53615630276596,0.0,36.26807815138298,22.656250000000053,28.93384667183908,28.890810183418946,25.7735300917095,0,0.0,0.0,15.12,26.77529028806604,Moderate
2020,ALABAMA,165.0,CORN,67.1,18.6,108.0,Low,36.428913355672584,4.430379746835444,2.9000000000000057,-28.93384667183908,21.6,85.80792504192138,0.0,73.57608211122258,0.0,36.78804105561129,22.656250000000053,28.93384667183908,28.890810183418946,25.7735300917095,0,0.0,0.0,15.12,26.983275449757365,Moderate
2020,ALABAMA,166.0,CORN,67.1,18.6,108.0,Low,37.25575525479787,0.60606060606061,2.9000000000000057,-28.93384667183908,21.6,4.358898943541567,0.0,3.73754179963975,0.0,1.868770899819875,22.656250000000053,28.93384667183908,28.890810183418946,25.7735300917095,0,0.0,0.0,15.12,13.015567387440798,Low
2020,ALABAMA,166.0,CORN,67.1,18.6,108.0,Low,37.25575525479787,0.0,2.9000000000000057,-28.93384667183908,21.6,0.5773502691967659,0.0,0.4950495049566173,0.0,0.24752475247830866,22.656250000000053,28.93384667183908,28.890810183418946,25.7735300917095,0,0.0,0.0,15.12,12.367068928504173,Low
2020,ALABAMA,163.0,CORN,67.1,18.6,108.0,Low,34.77522955742201,-1.8072289156626509,2.9000000000000057,-28.93384667183908,21.6,1.732050807571208,1.8072289156626509,1.4851485148534833,1.882530120481928,1.6838393176677058,22.656250000000053,28.93384667183908,28.890810183418946,25.7735300917095,0,0.0,0.0,15.12,12.941594754579931,Low
2020,ALABAMA,16.0,CORN,67.1,18.6,108.0,Low,-86.77052961399538,-90.1840490797546,2.9000000000000057,-28.93384667183908,21.6,85.7496355677387,90.1840490797546,73.5261017494251,93.94171779141105,83.73390977041808,22.656250000000053,28.93384667183908,28.890810183418946,25.7735300917095,0,0.0,0.0,15.12,45.76162293568008,Moderate
2021,ALABAMA,163.0,CORN,72.2,30.6,107.0,Low,34.77522955742201,918.75,2.200000000000003,16.915284507619567,21.4,84.87048957087497,0.0,72.77227722772274,0.0,36.38613861386137,17.18750000000003,16.915284507619567,16.864969776503244,17.026234888251636,0,0.0,0.0,14.979999999999999,24.156325912020037,Low
