year,state_name,Value,commodity,avg_temp_f,total_precip_inches,drought_severity_index,drought_category,yield_anomaly,yield_yoy_change,temp_stress,precip_anomaly,drought_risk_score
2018,ALABAMA,203.0,CORN,65.4,18.3,122.0,Low,67.84890552243354,1094.1176470588236,4.599999999999994,-30.080074951325553,24.4
2018,ALABAMA,217.0,CORN,65.4,18.3,122.0,Low,79.42469211018758,6.896551724137923,4.599999999999994,-30.080074951325553,24.4
2018,ALABAMA,216.0,CORN,65.4,18.3,122.0,Low,78.5978502110623,-0.4608294930875556,4.599999999999994,-30.080074951325553,24.4
2018,ALABAMA,156.0,CORN,65.4,18.3,122.0,Low,28.98733626354499,-27.77777777777778,4.599999999999994,-30.080074951325553,24.4
2018,ALABAMA,170.0,CORN,65.4,18.3,122.0,Low,40.56312285129902,8.974358974358964,4.599999999999994,-30.080074951325553,24.4
2018,ALABAMA,176.0,CORN,65.4,18.3,122.0,Low,45.524174246050755,3.529411764705892,4.599999999999994,-30.080074951325553,24.4
2018,ALABAMA,176.0,CORN,65.4,18.3,122.0,Low,45.524174246050755,0.0,4.599999999999994,-30.080074951325553,24.4
2018,ALABAMA,173.0,CORN,65.4,18.3,122.0,Low,43.04364854867489,-1.7045454545454586,4.599999999999994,-30.080074951325553,24.4
2018,ALABAMA,16.0,CORN,65.4,18.3,122.0,Low,-86.77052961399538,-90.7514450867052,4.599999999999994,-30.080074951325553,24.4
2019,ALABAMA,147.0,CORN,71.0,18.5,208.0,Moderate,21.54575917141739,818.75,1.0,-29.315922765001247,41.6
2019,ALABAMA,161.0,CORN,71.0,18.5,208.0,Moderate,33.121545759171426,9.523809523809534,1.0,-29.315922765001247,41.6
2019,ALABAMA,156.0,CORN,71.0,18.5,208.0,Moderate,28.98733626354499,-3.105590062111796,1.0,-29.315922765001247,41.6
2019,ALABAMA,151.0,CORN,71.0,18.5,208.0,Moderate,24.853126767918546,-3.205128205128205,1.0,-29.315922765001247,41.6
2019,ALABAMA,161.0,CORN,71.0,18.5,208.0,Moderate,33.121545759171426,6.62251655629138,1.0,-29.315922765001247,41.6
2019,ALABAMA,13.0,CORN,71.0,18.5,208.0,Moderate,-89.25105531137125,-91.92546583850931,1.0,-29.315922765001247,41.6
2020,ALABAMA,158.0,CORN,67.1,18.6,108.0,Low,30.641020061795565,1115.3846153846152,2.9000000000000057,-28.93384667183908,21.6
2020,ALABAMA,165.0,CORN,67.1,18.6,108.0,Low,36.428913355672584,4.430379746835444,2.9000000000000057,-28.93384667183908,21.6
2020,ALABAMA,166.0,CORN,67.1,18.6,108.0,Low,37.255755254797876,0.60606060606061,2.9000000000000057,-28.93384667183908,21.6
2020,ALABAMA,166.0,CORN,67.1,18.6,108.0,Low,37.255755254797876,0.0,2.9000000000000057,-28.93384667183908,21.6
2020,ALABAMA,163.0,CORN,67.1,18.6,108.0,Low,34.77522955742201,-1.8072289156626509,2.9000000000000057,-28.93384667183908,21.6
2020,ALABAMA,16.0,CORN,67.1,18.6,108.0,Low,-86.77052961399538,-90.1840490797546,2.9000000000000057,-28.93384667183908,21.6
2021,ALABAMA,163.0,CORN,72.2,30.6,107.0,Low,34.77522955742201,918.75,2.200000000000003,16.915284507619567,21.4
2021,ALABAMA,165.0,CORN,72.2,30.6,107.0,Low,36.428913355672584,1.2269938650306678,2.200000000000003,16.915284507619567,21.4
2021,ALABAMA,162.0,CORN,72.2,30.6,107.0,Low,33.94838765829672,-1.8181818181818188,2.200000000000003,16.915284507619567,21.4
2021,ALABAMA,162.0,CORN,72.2,30.6,107.0,Low,33.94838765829672,0.0,2.200000000000003,16.915284507619567,21.4
2021,ALABAMA,166.0,CORN,72.2,30.6,107.0,Low,37.255755254797876,2.4691358024691468,2.200000000000003,16.915284507619567,21.4
2021,ALABAMA,18.0,CORN,72.2,30.6,107.0,Low,-85.11684581574481,-89.1566265060241,2.200000000000003,16.915284507619567,21.4
2022,ALABAMA,163.4,CORN,67.1,28.4,123.0,Low,35.105966317072124,807.7777777777777,2.9000000000000057,8.509610458052139,24.6
2022,ALABAMA,112.6,CORN,67.1,28.4,123.0,Low,-6.897602158492533,-31.089351285189725,2.9000000000000057,8.509610458052139,24.6
2022,ALABAMA,16.6,CORN,67.1,28.4,123.0,Low,-86.27442447452022,-85.2575488454707,2.9000000000000057,8.509610458052139,24.6
2022,ALABAMA,141.3,CORN,67.1,28.4,123.0,Low,16.83276034640326,751.2048192771084,2.9000000000000057,8.509610458052139,24.6
2022,ALABAMA,17.3,CORN,67.1,28.4,123.0,Low,-85.69563514513251,-87.75654635527246,2.9000000000000057,8.509610458052139,24.6
2022,ALABAMA,118.0,CORN,67.1,28.4,123.0,Low,-2.432655903215972,582.0809248554913,2.9000000000000057,8.509610458052139,24.6
2022,ALABAMA,134.0,CORN,67.1,28.4,123.0,Low,10.796814482788642,13.559322033898313,2.9000000000000057,8.509610458052139,24.6
2022,ALABAMA,124.0,CORN,67.1,28.4,123.0,Low,2.5283954915357585,-7.462686567164178,2.9000000000000057,8.509610458052139,24.6
2022,ALABAMA,129.0,CORN,67.1,28.4,123.0,Low,6.6626049871622,4.0322580645161255,2.9000000000000057,8.509610458052139,24.6
2022,ALABAMA,122.0,CORN,67.1,28.4,123.0,Low,0.874711693285182,-5.426356589147286,2.9000000000000057,8.509610458052139,24.6
2022,ALABAMA,15.0,CORN,67.1,28.4,123.0,Low,-87.59737151312066,-87.70491803278688,2.9000000000000057,8.509610458052139,24.6
2023,ALABAMA,164.0,CORN,70.4,20.0,155.0,Low,35.60207145654729,993.3333333333334,0.4000000000000057,-23.58478136756891,31.0
2023,ALABAMA,159.0,CORN,70.4,20.0,155.0,Low,31.46786196092085,-3.0487804878048808,0.4000000000000057,-23.58478136756891,31.0
2023,ALABAMA,168.0,CORN,70.4,20.0,155.0,Low,38.909439053048445,5.660377358490565,0.4000000000000057,-23.58478136756891,31.0
2023,ALABAMA,167.0,CORN,70.4,20.0,155.0,Low,38.08259715392316,-0.5952380952380931,0.4000000000000057,-23.58478136756891,31.0
2023,ALABAMA,166.0,CORN,70.4,20.0,155.0,Low,37.255755254797876,-0.5988023952095856,0.4000000000000057,-23.58478136756891,31.0
2023,ALABAMA,16.0,CORN,70.4,20.0,155.0,Low,-86.77052961399538,-90.36144578313254,0.4000000000000057,-23.58478136756891,31.0
2024,ALABAMA,112.0,CORN,64.6,29.0,159.0,Low,-7.393707297967701,600.0,5.400000000000006,10.802067017025077,31.8
2024,ALABAMA,117.0,CORN,64.6,29.0,159.0,Low,-3.25949780234126,4.464285714285721,5.400000000000006,10.802067017025077,31.8
2024,ALABAMA,100.0,CORN,64.6,29.0,159.0,Low,-17.315810087471164,-14.529914529914533,5.400000000000006,10.802067017025077,31.8
2024,ALABAMA,100.0,CORN,64.6,29.0,159.0,Low,-17.315810087471164,0.0,5.400000000000006,10.802067017025077,31.8
2024,ALABAMA,108.0,CORN,64.6,29.0,159.0,Low,-10.701074894468855,8.000000000000007,5.400000000000006,10.802067017025077,31.8
2024,ALABAMA,16.0,CORN,64.6,29.0,159.0,Low,-86.77052961399538,-85.18518518518519,5.400000000000006,10.802067017025077,31.8
2025,ALABAMA,166.0,CORN,66.8,15.8,229.0,Moderate,37.255755254797876,937.5,3.200000000000003,-39.63197728037944,45.800000000000004
2025,ALABAMA,157.0,CORN,66.8,15.8,229.0,Moderate,29.814178162670274,-5.421686746987953,3.200000000000003,-39.63197728037944,45.800000000000004
2025,ALABAMA,166.0,CORN,66.8,15.8,229.0,Moderate,37.255755254797876,5.73248407643312,3.200000000000003,-39.63197728037944,45.800000000000004
2010,ALABAMA,26.0,SOYBEANS,68.5,23.6,128.0,Low,-36.440564137004706,,1.5,-9.83004201373131,25.6
2010,ALABAMA,34.0,SOYBEANS,68.5,23.6,128.0,Low,-16.88381464069846,30.76923076923077,1.5,-9.83004201373131,25.6
2010,ALABAMA,28.0,SOYBEANS,68.5,23.6,128.0,Low,-31.55137676292814,-17.647058823529417,1.5,-9.83004201373131,25.6
2010,ALABAMA,29.0,SOYBEANS,68.5,23.6,128.0,Low,-29.106783075889865,3.571428571428581,1.5,-9.83004201373131,25.6
2010,ALABAMA,32.0,SOYBEANS,68.5,23.6,128.0,Low,-21.77300201477502,10.344827586206895,1.5,-9.83004201373131,25.6
2011,ALABAMA,33.0,SOYBEANS,63.4,22.3,106.0,Low,-19.32840832773674,3.125,6.600000000000001,-14.797031224839335,21.2
2011,ALABAMA,30.0,SOYBEANS,63.4,22.3,106.0,Low,-26.66218938885158,-9.090909090909093,6.600000000000001,-14.797031224839335,21.2
2011,ALABAMA,33.0,SOYBEANS,63.4,22.3,106.0,Low,-19.32840832773674,10.000000000000009,6.600000000000001,-14.797031224839335,21.2
2011,ALABAMA,30.0,SOYBEANS,63.4,22.3,106.0,Low,-26.66218938885158,-9.090909090909093,6.600000000000001,-14.797031224839335,21.2
2011,ALABAMA,28.0,SOYBEANS,63.4,22.3,106.0,Low,-31.55137676292814,-6.666666666666665,6.600000000000001,-14.797031224839335,21.2
2012,ALABAMA,48.5,SOYBEANS,72.3,34.4,170.0,Low,18.56279382135661,73.21428571428572,2.299999999999997,31.434176047781463,34.0
2012,ALABAMA,40.3,SOYBEANS,72.3,34.4,170.0,Low,-1.4828744123572988,-16.90721649484537,2.299999999999997,31.434176047781463,34.0
2012,ALABAMA,46.6,SOYBEANS,72.3,34.4,170.0,Low,13.91806581598388,15.632754342431765,2.299999999999997,31.434176047781463,34.0
2012,ALABAMA,45.0,SOYBEANS,72.3,34.4,170.0,Low,10.006715916722627,-3.433476394849788,2.299999999999997,31.434176047781463,34.0
2012,ALABAMA,33.0,SOYBEANS,72.3,34.4,170.0,Low,-19.32840832773674,-26.66666666666667,2.299999999999997,31.434176047781463,34.0
2012,ALABAMA,44.0,SOYBEANS,72.3,34.4,170.0,Low,7.562122229684347,33.33333333333333,2.299999999999997,31.434176047781463,34.0
2012,ALABAMA,39.0,SOYBEANS,72.3,34.4,170.0,Low,-4.660846205507057,-11.363636363636365,2.299999999999997,31.434176047781463,34.0
2012,ALABAMA,38.0,SOYBEANS,72.3,34.4,170.0,Low,-7.105439892545337,-2.564102564102566,2.299999999999997,31.434176047781463,34.0
2013,ALABAMA,59.0,SOYBEANS,63.4,22.2,162.0,Low,44.231027535258555,55.263157894736835,6.600000000000001,-15.179107318001495,32.4
2013,ALABAMA,59.0,SOYBEANS,63.4,22.2,162.0,Low,44.231027535258555,0.0,6.600000000000001,-15.179107318001495,32.4
2013,ALABAMA,46.0,SOYBEANS,63.4,22.2,162.0,Low,12.451309603760908,-22.033898305084744,6.600000000000001,-15.179107318001495,32.4
2013,ALABAMA,43.5,SOYBEANS,63.4,22.2,162.0,Low,6.339825386165206,-5.434782608695654,6.600000000000001,-15.179107318001495,32.4
2013,ALABAMA,40.0,SOYBEANS,63.4,22.2,162.0,Low,-2.2162525184687762,-8.045977011494255,6.600000000000001,-15.179107318001495,32.4
2013,ALABAMA,43.0,SOYBEANS,63.4,22.2,162.0,Low,5.117528542646066,7.499999999999996,6.600000000000001,-15.179107318001495,32.4
2013,ALABAMA,40.0,SOYBEANS,63.4,22.2,162.0,Low,-2.2162525184687762,-6.976744186046513,6.600000000000001,-15.179107318001495,32.4
2014,ALABAMA,40.0,SOYBEANS,69.8,28.3,157.0,Low,-2.2162525184687762,0.0,0.20000000000000284,8.127534364889993,31.4
2014,ALABAMA,41.0,SOYBEANS,69.8,28.3,157.0,Low,0.2283411685695046,2.499999999999991,0.20000000000000284,8.127534364889993,31.4
2014,ALABAMA,42.0,SOYBEANS,69.8,28.3,157.0,Low,2.672934855607785,2.4390243902439046,0.20000000000000284,8.127534364889993,31.4
2014,ALABAMA,42.0,SOYBEANS,69.8,28.3,157.0,Low,2.672934855607785,0.0,0.20000000000000284,8.127534364889993,31.4
2014,ALABAMA,41.0,SOYBEANS,69.8,28.3,157.0,Low,0.2283411685695046,-2.3809523809523836,0.20000000000000284,8.127534364889993,31.4
2015,ALABAMA,41.0,SOYBEANS,66.5,26.2,135.0,Low,0.2283411685695046,0.0,3.5,0.10393640848472227,27.0
2015,ALABAMA,40.0,SOYBEANS,66.5,26.2,135.0,Low,-2.2162525184687762,-2.4390243902439046,3.5,0.10393640848472227,27.0
2015,ALABAMA,42.0,SOYBEANS,66.5,26.2,135.0,Low,2.672934855607785,5.000000000000004,3.5,0.10393640848472227,27.0
2015,ALABAMA,42.0,SOYBEANS,66.5,26.2,135.0,Low,2.672934855607785,0.0,3.5,0.10393640848472227,27.0
2015,ALABAMA,41.0,SOYBEANS,66.5,26.2,135.0,Low,0.2283411685695046,-2.3809523809523836,3.5,0.10393640848472227,27.0
2016,ALABAMA,32.0,SOYBEANS,71.7,34.5,126.0,Low,-21.77300201477502,-21.95121951219512,1.7000000000000028,31.816252140943625,25.2
2016,ALABAMA,39.0,SOYBEANS,71.7,34.5,126.0,Low,-4.660846205507057,21.875,1.7000000000000028,31.816252140943625,25.2
2016,ALABAMA,33.0,SOYBEANS,71.7,34.5,126.0,Low,-19.32840832773674,-15.384615384615385,1.7000000000000028,31.816252140943625,25.2
2016,ALABAMA,34.0,SOYBEANS,71.7,34.5,126.0,Low,-16.88381464069846,3.0303030303030276,1.7000000000000028,31.816252140943625,25.2
2016,ALABAMA,39.0,SOYBEANS,71.7,34.5,126.0,Low,-4.660846205507057,14.705882352941169,1.7000000000000028,31.816252140943625,25.2
2017,ALABAMA,48.9,SOYBEANS,70.5,33.5,239.0,Moderate,19.540631296171917,25.384615384615383,0.5,27.995491209322072,47.8
2017,ALABAMA,42.3,SOYBEANS,70.5,33.5,239.0,Moderate,3.4063129617192622,-13.496932515337424,0.5,27.995491209322072,47.8
2017,ALABAMA,52.0,SOYBEANS,70.5,33.5,239.0,Moderate,27.11887172599059,22.93144208037825,0.5,27.995491209322072,47.8
2017,ALABAMA,46.0,SOYBEANS,70.5,33.5,239.0,Moderate,12.451309603760908,-11.538461538461542,0.5,27.995491209322072,47.8
2017,ALABAMA,44.0,SOYBEANS,70.5,33.5,239.0,Moderate,7.562122229684347,-4.347826086956519,0.5,27.995491209322072,47.8
2017,ALABAMA,45.0,SOYBEANS,70.5,33.5,239.0,Moderate,10.006715916722627,2.2727272727272707,0.5,27.995491209322072,47.8
2017,ALABAMA,44.0,SOYBEANS,70.5,33.5,239.0,Moderate,7.562122229684347,-2.2222222222222254,0.5,27.995491209322072,47.8
2017,ALABAMA,44.0,SOYBEANS,70.5,33.5,239.0,Moderate,7.562122229684347,0.0,0.5,27.995491209322072,47.8
2018,ALABAMA,66.0,SOYBEANS,65.4,18.3,122.0,Low,61.34318334452652,50.0,4.599999999999994,-30.080074951325553,24.4
2018,ALABAMA,66.0,SOYBEANS,65.4,18.3,122.0,Low,61.34318334452652,0.0,4.599999999999994,-30.080074951325553,24.4
2018,ALABAMA,40.0,SOYBEANS,65.4,18.3,122.0,Low,-2.2162525184687762,-39.39393939393939,4.599999999999994,-30.080074951325553,24.4
2018,ALABAMA,48.0,SOYBEANS,65.4,18.3,122.0,Low,17.340496977837468,19.999999999999996,4.599999999999994,-30.080074951325553,24.4
2018,ALABAMA,44.0,SOYBEANS,65.4,18.3,122.0,Low,7.562122229684347,-8.333333333333337,4.599999999999994,-30.080074951325553,24.4
2018,ALABAMA,46.0,SOYBEANS,65.4,18.3,122.0,Low,12.451309603760908,4.545454545454541,4.599999999999994,-30.080074951325553,24.4
2018,ALABAMA,44.0,SOYBEANS,65.4,18.3,122.0,Low,7.562122229684347,-4.347826086956519,4.599999999999994,-30.080074951325553,24.4
2019,ALABAMA,36.0,SOYBEANS,71.0,18.5,208.0,Moderate,-11.9946272666219,-18.181818181818176,1.0,-29.315922765001247,41.6
2019,ALABAMA,44.0,SOYBEANS,71.0,18.5,208.0,Moderate,7.562122229684347,22.222222222222232,1.0,-29.315922765001247,41.6
2019,ALABAMA,37.0,SOYBEANS,71.0,18.5,208.0,Moderate,-9.550033579583618,-15.909090909090907,1.0,-29.315922765001247,41.6
2019,ALABAMA,40.0,SOYBEANS,71.0,18.5,208.0,Moderate,-2.2162525184687762,8.108108108108114,1.0,-29.315922765001247,41.6
2019,ALABAMA,44.0,SOYBEANS,71.0,18.5,208.0,Moderate,7.562122229684347,10.000000000000009,1.0,-29.315922765001247,41.6
2020,ALABAMA,41.0,SOYBEANS,67.1,18.6,108.0,Low,0.2283411685695046,-6.818181818181824,2.9000000000000057,-28.93384667183908,21.6
2020,ALABAMA,41.0,SOYBEANS,67.1,18.6,108.0,Low,0.2283411685695046,0.0,2.9000000000000057,-28.93384667183908,21.6
2020,ALABAMA,38.0,SOYBEANS,67.1,18.6,108.0,Low,-7.105439892545337,-7.317073170731703,2.9000000000000057,-28.93384667183908,21.6
2020,ALABAMA,41.0,SOYBEANS,67.1,18.6,108.0,Low,0.2283411685695046,7.8947368421052655,2.9000000000000057,-28.93384667183908,21.6
2020,ALABAMA,38.0,SOYBEANS,67.1,18.6,108.0,Low,-7.105439892545337,-7.317073170731703,2.9000000000000057,-28.93384667183908,21.6
2021,ALABAMA,46.0,SOYBEANS,72.2,30.6,107.0,Low,12.451309603760908,21.052631578947366,2.200000000000003,16.915284507619567,21.4
2021,ALABAMA,43.0,SOYBEANS,72.2,30.6,107.0,Low,5.117528542646066,-6.521739130434778,2.200000000000003,16.915284507619567,21.4
2021,ALABAMA,45.0,SOYBEANS,72.2,30.6,107.0,Low,10.006715916722627,4.651162790697683,2.200000000000003,16.915284507619567,21.4
2021,ALABAMA,44.0,SOYBEANS,72.2,30.6,107.0,Low,7.562122229684347,-2.2222222222222254,2.200000000000003,16.915284507619567,21.4
2021,ALABAMA,44.0,SOYBEANS,72.2,30.6,107.0,Low,7.562122229684347,0.0,2.200000000000003,16.915284507619567,21.4
2022,ALABAMA,41.4,SOYBEANS,67.1,28.4,123.0,Low,1.2061786433848134,-5.909090909090908,2.9000000000000057,8.509610458052139,24.6
2022,ALABAMA,38.1,SOYBEANS,67.1,28.4,123.0,Low,-6.860980523841506,-7.971014492753614,2.9000000000000057,8.509610458052139,24.6
2022,ALABAMA,43.9,SOYBEANS,67.1,28.4,123.0,Low,7.317662860980515,15.223097112860895,2.9000000000000057,8.509610458052139,24.6
2022,ALABAMA,41.0,SOYBEANS,67.1,28.4,123.0,Low,0.2283411685695046,-6.60592255125284,2.9000000000000057,8.509610458052139,24.6
2022,ALABAMA,42.0,SOYBEANS,67.1,28.4,123.0,Low,2.672934855607785,2.4390243902439046,2.9000000000000057,8.509610458052139,24.6
2022,ALABAMA,45.0,SOYBEANS,67.1,28.4,123.0,Low,10.006715916722627,7.14285714285714,2.9000000000000057,8.509610458052139,24.6
2022,ALABAMA,42.0,SOYBEANS,67.1,28.4,123.0,Low,2.672934855607785,-6.666666666666665,2.9000000000000057,8.509610458052139,24.6
2022,ALABAMA,42.0,SOYBEANS,67.1,28.4,123.0,Low,2.672934855607785,0.0,2.9000000000000057,8.509610458052139,24.6
2023,ALABAMA,43.0,SOYBEANS,70.4,20.0,155.0,Low,5.117528542646066,2.3809523809523725,0.4000000000000057,-23.58478136756891,31.0
2023,ALABAMA,42.0,SOYBEANS,70.4,20.0,155.0,Low,2.672934855607785,-2.3255813953488413,0.4000000000000057,-23.58478136756891,31.0
