year,state_name,Value,commodity
2010,TEXAS,144.0,CORN
2010,TEXAS,140.0,CORN
2010,TEXAS,143.0,CORN
2010,TEXAS,140.0,CORN
2010,TEXAS,140.0,CORN
2010,TEXAS,18.0,CORN
2010,TEXAS,200.1,CORN
2010,TEXAS,86.8,CORN
2010,UTAH,178.0,CORN
2010,UTAH,23.0,CORN
2010,VERMONT,18.5,CORN
2010,VIRGINIA,67.0,CORN
2010,VIRGINIA,65.0,CORN
2010,VIRGINIA,60.0,CORN
2010,VIRGINIA,56.0,CORN
2010,VIRGINIA,65.0,CORN
2010,VIRGINIA,12.5,CORN
2010,WASHINGTON,205.0,CORN
2010,WASHINGTON,220.0,CORN
2010,WASHINGTON,200.0,CORN
2010,WASHINGTON,205.0,CORN
2010,WASHINGTON,210.0,CORN
2010,WASHINGTON,27.0,CORN
2010,WEST VIRGINIA,90.0,CORN
2010,WEST VIRGINIA,12.5,CORN
2010,WISCONSIN,162.0,CORN
2010,WISCONSIN,159.0,CORN
2010,WISCONSIN,162.0,CORN
2010,WISCONSIN,162.0,CORN
2010,WISCONSIN,159.0,CORN
2010,WISCONSIN,19.0,CORN
2010,WYOMING,123.0,CORN
2010,WYOMING,22.0,CORN
2011,ALABAMA,114.0,CORN
2011,ALABAMA,100.0,CORN
2011,ALABAMA,107.0,CORN
2011,ALABAMA,107.0,CORN
2011,ALABAMA,105.0,CORN
2011,ALABAMA,9.0,CORN
2011,ARIZONA,178.0,CORN
2011,ARIZONA,30.0,CORN
2011,ARKANSAS,141.0,CORN
2011,ARKANSAS,150.0,CORN
2011,ARKANSAS,140.0,CORN
2011,ARKANSAS,142.0,CORN
2011,ARKANSAS,146.0,CORN
2011,ARKANSAS,6.0,CORN
2011,CALIFORNIA,181.0,CORN
2011,CALIFORNIA,190.0,CORN
2011,CALIFORNIA,190.0,CORN
2011,CALIFORNIA,185.0,CORN
2011,CALIFORNIA,185.0,CORN
2011,CALIFORNIA,26.0,CORN
2011,COLORADO,133.0,CORN
2011,COLORADO,130.0,CORN
2011,COLORADO,120.0,CORN
2011,COLORADO,127.0,CORN
2011,COLORADO,127.0,CORN
2011,COLORADO,23.0,CORN
2011,COLORADO,184.1,CORN
2011,COLORADO,55.1,CORN
2011,CONNECTICUT,16.0,CORN
2011,DELAWARE,130.0,CORN
2011,DELAWARE,125.0,CORN
2011,DELAWARE,127.0,CORN
2011,DELAWARE,125.0,CORN
2011,DELAWARE,125.0,CORN
2011,DELAWARE,14.0,CORN
2011,FLORIDA,104.0,CORN
2011,FLORIDA,18.0,CORN
2011,GEORGIA,159.0,CORN
2011,GEORGIA,148.0,CORN
2011,GEORGIA,152.0,CORN
2011,GEORGIA,152.0,CORN
2011,GEORGIA,147.0,CORN
2011,GEORGIA,19.0,CORN
2011,IDAHO,189.0,CORN
2011,IDAHO,27.5,CORN
2011,ILLINOIS,157.0,CORN
2011,ILLINOIS,170.0,CORN
2011,ILLINOIS,156.0,CORN
2011,ILLINOIS,159.0,CORN
2011,ILLINOIS,161.0,CORN
2011,ILLINOIS,21.0,CORN
2011,INDIANA,146.0,CORN
2011,INDIANA,150.0,CORN
2011,INDIANA,145.0,CORN
2011,INDIANA,145.0,CORN
2011,INDIANA,145.0,CORN
2011,INDIANA,20.0,CORN
2011,IOWA,172.0,CORN
2011,IOWA,177.0,CORN
2011,IOWA,171.0,CORN
2011,IOWA,169.0,CORN
2011,IOWA,167.0,CORN
2011,IOWA,20.5,CORN
2011,KANSAS,107.0,CORN
2011,KANSAS,110.0,CORN
2011,KANSAS,100.0,CORN
2011,KANSAS,105.0,CORN
2011,KANSAS,105.0,CORN
2011,KANSAS,11.0,CORN
2011,KANSAS,160.5,CORN
2011,KANSAS,76.4,CORN
2011,KENTUCKY,139.0,CORN
2011,KENTUCKY,145.0,CORN
2011,KENTUCKY,139.0,CORN
2011,KENTUCKY,139.0,CORN
2011,KENTUCKY,139.0,CORN
2011,KENTUCKY,19.5,CORN
2011,LOUISIANA,135.0,CORN
2011,LOUISIANA,130.0,CORN
2011,LOUISIANA,135.0,CORN
2011,LOUISIANA,135.0,CORN
2011,LOUISIANA,130.0,CORN
2011,LOUISIANA,11.0,CORN
2011,MAINE,17.5,CORN
2011,MARYLAND,109.0,CORN
2011,MARYLAND,104.0,CORN
2011,MARYLAND,105.0,CORN
2011,MARYLAND,105.0,CORN
2011,MARYLAND,104.0,CORN
2011,MARYLAND,16.0,CORN
2011,MASSACHUSETTS,18.0,CORN
2011,MICHIGAN,153.0,CORN
2011,MICHIGAN,142.0,CORN
2011,MICHIGAN,148.0,CORN
2011,MICHIGAN,148.0,CORN
2011,MICHIGAN,148.0,CORN
2011,MICHIGAN,18.0,CORN
2011,MINNESOTA,155.0,CORN
2011,MINNESOTA,166.0,CORN
2011,MINNESOTA,160.0,CORN
2011,MINNESOTA,165.0,CORN
2011,MINNESOTA,165.0,CORN
2011,MINNESOTA,18.0,CORN
2011,MISSISSIPPI,128.0,CORN
2011,MISSISSIPPI,116.0,CORN
2011,MISSISSIPPI,118.0,CORN
2011,MISSISSIPPI,118.0,CORN
2011,MISSISSIPPI,114.0,CORN
2011,MISSISSIPPI,11.0,CORN
2011,MISSOURI,114.0,CORN
2011,MISSOURI,126.0,CORN
2011,MISSOURI,115.0,CORN
2011,MISSOURI,115.0,CORN
2011,MISSOURI,120.0,CORN
2011,MISSOURI,10.0,CORN
2011,MONTANA,127.0,CORN
2011,MONTANA,21.0,CORN
2011,NEBRASKA,160.0,CORN
2011,NEBRASKA,166.0,CORN
2011,NEBRASKA,160.0,CORN
2011,NEBRASKA,160.0,CORN
2011,NEBRASKA,160.0,CORN
2011,NEBRASKA,18.0,CORN
2011,NEBRASKA,180.0,CORN
2011,NEBRASKA,132.0,CORN
2011,NEVADA,25.0,CORN
2011,NEW HAMPSHIRE,20.5,CORN
2011,NEW JERSEY,123.0,CORN
2011,NEW JERSEY,135.0,CORN
2011,NEW JERSEY,125.0,CORN
2011,NEW JERSEY,130.0,CORN
2011,NEW JERSEY,130.0,CORN
2011,NEW JERSEY,17.5,CORN
2011,NEW MEXICO,180.0,CORN
2011,NEW MEXICO,24.0,CORN
2011,NEW YORK,133.0,CORN
2011,NEW YORK,130.0,CORN
2011,NEW YORK,127.0,CORN
2011,NEW YORK,130.0,CORN
2011,NEW YORK,134.0,CORN
2011,NEW YORK,16.0,CORN
2011,NORTH CAROLINA,84.0,CORN
2011,NORTH CAROLINA,81.0,CORN
2011,NORTH CAROLINA,82.0,CORN
2011,NORTH CAROLINA,84.0,CORN
2011,NORTH CAROLINA,78.0,CORN
2011,NORTH CAROLINA,18.0,CORN
2011,NORTH DAKOTA,105.0,CORN
2011,NORTH DAKOTA,125.0,CORN
2011,NORTH DAKOTA,110.0,CORN
2011,NORTH DAKOTA,121.0,CORN
2011,NORTH DAKOTA,125.0,CORN
2011,NORTH DAKOTA,15.0,CORN
2011,OHIO,153.0,CORN
2011,OHIO,158.0,CORN
2011,OHIO,159.0,CORN
2011,OHIO,154.0,CORN
2011,OHIO,153.0,CORN
2011,OHIO,18.0,CORN
2011,OKLAHOMA,92.0,CORN
2011,OKLAHOMA,85.0,CORN
2011,OKLAHOMA,80.0,CORN
2011,OKLAHOMA,85.0,CORN
2011,OKLAHOMA,90.0,CORN
2011,OKLAHOMA,6.5,CORN
2011,OREGON,215.0,CORN
2011,OREGON,28.0,CORN
2011,OTHER STATES,160.3,CORN
2011,OTHER STATES,159.5,CORN
2011,OTHER STATES,159.5,CORN
2011,OTHER STATES,160.3,CORN
2011,PENNSYLVANIA,111.0,CORN
2011,PENNSYLVANIA,112.0,CORN
2011,PENNSYLVANIA,109.0,CORN
2011,PENNSYLVANIA,109.0,CORN
2011,PENNSYLVANIA,114.0,CORN
2011,PENNSYLVANIA,15.5,CORN
2011,RHODE ISLAND,16.0,CORN
2011,SOUTH CAROLINA,65.0,CORN
2011,SOUTH CAROLINA,60.0,CORN
2011,SOUTH CAROLINA,55.0,CORN
2011,SOUTH CAROLINA,57.0,CORN
2011,SOUTH CAROLINA,57.0,CORN
2011,SOUTH CAROLINA,12.0,CORN
2011,SOUTH DAKOTA,132.0,CORN
2011,SOUTH DAKOTA,141.0,CORN
2011,SOUTH DAKOTA,135.0,CORN
2011,SOUTH DAKOTA,139.0,CORN
2011,SOUTH DAKOTA,138.0,CORN
2011,SOUTH DAKOTA,15.5,CORN
2011,TENNESSEE,131.0,CORN
2011,TENNESSEE,136.0,CORN
2011,TENNESSEE,136.0,CORN
2011,TENNESSEE,137.0,CORN
2011,TENNESSEE,137.0,CORN
2011,TENNESSEE,17.0,CORN
2011,TEXAS,91.0,CORN
2011,TEXAS,112.0,CORN
2011,TEXAS,105.0,CORN
2011,TEXAS,112.0,CORN
2011,TEXAS,112.0,CORN
2011,TEXAS,12.0,CORN
2011,TEXAS,131.0,CORN
2011,TEXAS,40.8,CORN
2011,UTAH,164.0,CORN
2011,UTAH,25.0,CORN
2011,VERMONT,15.0,CORN
2011,VIRGINIA,118.0,CORN
2011,VIRGINIA,116.0,CORN
2011,VIRGINIA,119.0,CORN
2011,VIRGINIA,119.0,CORN
2011,VIRGINIA,124.0,CORN
2011,VIRGINIA,16.5,CORN
2011,WASHINGTON,225.0,CORN
2011,WASHINGTON,210.0,CORN
2011,WASHINGTON,210.0,CORN
2011,WASHINGTON,210.0,CORN
2011,WASHINGTON,215.0,CORN
2011,WASHINGTON,27.0,CORN
2011,WEST VIRGINIA,114.0,CORN
2011,WEST VIRGINIA,15.0,CORN
2011,WISCONSIN,155.0,CORN
2011,WISCONSIN,159.0,CORN
2011,WISCONSIN,160.0,CORN
2011,WISCONSIN,160.0,CORN
2011,WISCONSIN,157.0,CORN
2011,WISCONSIN,19.5,CORN
2011,WYOMING,130.0,CORN
2011,WYOMING,22.0,CORN
2012,ALABAMA,176.6,CORN
2012,ALABAMA,83.2,CORN
2012,ALABAMA,12.2,CORN
2012,ALABAMA,109.5,CORN
2012,ALABAMA,98.0,CORN
2012,ALABAMA,85.0,CORN
2012,ALABAMA,105.0,CORN
2012,ALABAMA,100.0,CORN
2012,ALABAMA,100.0,CORN
2012,ALABAMA,12.0,CORN
2012,ARIZONA,197.7,CORN
2012,ARIZONA,27.7,CORN
2012,ARIZONA,234.8,CORN
2012,ARIZONA,195.0,CORN
2012,ARIZONA,28.0,CORN
2012,ARKANSAS,183.8,CORN
2012,ARKANSAS,165.2,CORN
2012,ARKANSAS,164.9,CORN
2012,ARKANSAS,178.0,CORN
2012,ARKANSAS,160.0,CORN
2012,ARKANSAS,177.0,CORN
2012,ARKANSAS,177.0,CORN
2012,ARKANSAS,175.0,CORN
2012,ARKANSAS,7.0,CORN
2012,CALIFORNIA,177.0,CORN
2012,CALIFORNIA,25.8,CORN
2012,CALIFORNIA,24.0,CORN
2012,CALIFORNIA,169.1,CORN
2012,CALIFORNIA,26.3,CORN
2012,CALIFORNIA,180.0,CORN
2012,CALIFORNIA,190.0,CORN
2012,CALIFORNIA,190.0,CORN
2012,CALIFORNIA,190.0,CORN
2012,CALIFORNIA,190.0,CORN
2012,CALIFORNIA,26.5,CORN
2012,COLORADO,166.5,CORN
2012,COLORADO,19.8,CORN
2012,COLORADO,36.6,CORN
2012,COLORADO,10.4,CORN
2012,COLORADO,103.0,CORN
2012,COLORADO,13.3,CORN
2012,COLORADO,133.0,CORN
2012,COLORADO,135.0,CORN
2012,COLORADO,138.0,CORN
2012,COLORADO,138.0,CORN
2012,COLORADO,135.0,CORN
2012,COLORADO,19.0,CORN
2012,COLORADO,183.0,CORN
2012,COLORADO,17.5,CORN
2012,CONNECTICUT,122.4,CORN
2012,CONNECTICUT,20.0,CORN
2012,CONNECTICUT,20.0,CORN
2012,DELAWARE,157.1,CORN
2012,DELAWARE,19.2,CORN
2012,DELAWARE,108.5,CORN
2012,DELAWARE,16.5,CORN
2012,DELAWARE,144.9,CORN
2012,DELAWARE,17.9,CORN
2012,DELAWARE,135.0,CORN
2012,DELAWARE,105.0,CORN
2012,DELAWARE,120.0,CORN
2012,DELAWARE,115.0,CORN
2012,DELAWARE,115.0,CORN
2012,DELAWARE,17.0,CORN
2012,FLORIDA,149.8,CORN
2012,FLORIDA,19.6,CORN
2012,FLORIDA,96.4,CORN
2012,FLORIDA,14.0,CORN
2012,FLORIDA,119.8,CORN
2012,FLORIDA,17.6,CORN
2012,FLORIDA,115.0,CORN
2012,FLORIDA,19.0,CORN
2012,GEORGIA,199.5,CORN
2012,GEORGIA,23.5,CORN
2012,GEORGIA,132.9,CORN
2012,GEORGIA,19.5,CORN
2012,GEORGIA,159.7,CORN
2012,GEORGIA,19.4,CORN
2012,GEORGIA,180.0,CORN
2012,GEORGIA,175.0,CORN
2012,GEORGIA,190.0,CORN
2012,GEORGIA,190.0,CORN
2012,GEORGIA,185.0,CORN
2012,GEORGIA,21.0,CORN
2012,HAWAII,70.6,CORN
2012,IDAHO,194.3,CORN
2012,IDAHO,27.2,CORN
2012,IDAHO,195.0,CORN
2012,IDAHO,27.0,CORN
2012,ILLINOIS,142.3,CORN
2012,ILLINOIS,9.8,CORN
2012,ILLINOIS,101.0,CORN
2012,ILLINOIS,10.5,CORN
2012,ILLINOIS,115.4,CORN
2012,ILLINOIS,11.3,CORN
2012,ILLINOIS,105.0,CORN
2012,ILLINOIS,116.0,CORN
2012,ILLINOIS,101.0,CORN
2012,ILLINOIS,98.0,CORN
2012,ILLINOIS,110.0,CORN
2012,ILLINOIS,11.0,CORN
2012,INDIANA,152.7,CORN
2012,INDIANA,18.2,CORN
2012,INDIANA,96.1,CORN
2012,INDIANA,12.5,CORN
2012,INDIANA,115.5,CORN
2012,INDIANA,15.3,CORN
2012,INDIANA,99.0,CORN
2012,INDIANA,100.0,CORN
2012,INDIANA,100.0,CORN
2012,INDIANA,100.0,CORN
2012,INDIANA,100.0,CORN
2012,INDIANA,13.0,CORN
2012,IOWA,153.4,CORN
2012,IOWA,133.9,CORN
2012,IOWA,14.3,CORN
2012,IOWA,131.8,CORN
2012,IOWA,137.0,CORN
2012,IOWA,141.0,CORN
2012,IOWA,139.0,CORN
2012,IOWA,140.0,CORN
2012,IOWA,140.0,CORN
2012,IOWA,15.0,CORN
2012,KANSAS,154.9,CORN
2012,KANSAS,17.4,CORN
2012,KANSAS,48.8,CORN
2012,KANSAS,7.1,CORN
2012,KANSAS,95.7,CORN
2012,KANSAS,8.5,CORN
2012,KANSAS,95.0,CORN
2012,KANSAS,93.0,CORN
2012,KANSAS,91.0,CORN
2012,KANSAS,91.0,CORN
2012,KANSAS,91.0,CORN
2012,KANSAS,10.0,CORN
2012,KANSAS,170.2,CORN
2012,KANSAS,49.0,CORN
2012,KENTUCKY,78.6,CORN
2012,KENTUCKY,16.5,CORN
2012,KENTUCKY,67.1,CORN
2012,KENTUCKY,13.3,CORN
2012,KENTUCKY,81.4,CORN
2012,KENTUCKY,19.3,CORN
2012,KENTUCKY,68.0,CORN
2012,KENTUCKY,65.0,CORN
2012,KENTUCKY,68.0,CORN
2012,KENTUCKY,68.0,CORN
2012,KENTUCKY,70.0,CORN
2012,KENTUCKY,12.5,CORN
2012,LOUISIANA,185.1,CORN
2012,LOUISIANA,157.1,CORN
2012,LOUISIANA,14.9,CORN
2012,LOUISIANA,180.1,CORN
2012,LOUISIANA,173.0,CORN
2012,LOUISIANA,165.0,CORN
2012,LOUISIANA,170.0,CORN
2012,LOUISIANA,170.0,CORN
2012,LOUISIANA,170.0,CORN
2012,LOUISIANA,15.0,CORN
2012,MAINE,9.0,CORN
2012,MAINE,131.0,CORN
2012,MAINE,120.2,CORN
2012,MAINE,16.0,CORN
2012,MARYLAND,187.7,CORN
2012,MARYLAND,20.7,CORN
2012,MARYLAND,109.2,CORN
2012,MARYLAND,17.4,CORN
2012,MARYLAND,126.9,CORN
2012,MARYLAND,19.8,CORN
2012,MARYLAND,122.0,CORN
2012,MARYLAND,110.0,CORN
2012,MARYLAND,115.0,CORN
2012,MARYLAND,115.0,CORN
2012,MARYLAND,115.0,CORN
2012,MARYLAND,18.0,CORN
2012,MASSACHUSETTS,145.1,CORN
2012,MASSACHUSETTS,18.6,CORN
2012,MASSACHUSETTS,19.0,CORN
2012,MICHIGAN,172.7,CORN
2012,MICHIGAN,26.3,CORN
2012,MICHIGAN,126.9,CORN
2012,MICHIGAN,15.0,CORN
2012,MICHIGAN,140.2,CORN
2012,MICHIGAN,18.4,CORN
2012,MICHIGAN,132.0,CORN
2012,MICHIGAN,114.0,CORN
2012,MICHIGAN,120.0,CORN
2012,MICHIGAN,118.0,CORN
2012,MICHIGAN,114.0,CORN
2012,MICHIGAN,15.5,CORN
2012,MINNESOTA,161.0,CORN
2012,MINNESOTA,19.2,CORN
2012,MINNESOTA,155.4,CORN
2012,MINNESOTA,16.9,CORN
2012,MINNESOTA,162.6,CORN
2012,MINNESOTA,19.1,CORN
2012,MINNESOTA,165.0,CORN
2012,MINNESOTA,155.0,CORN
2012,MINNESOTA,168.0,CORN
2012,MINNESOTA,168.0,CORN
2012,MINNESOTA,156.0,CORN
2012,MINNESOTA,18.0,CORN
2012,MISSISSIPPI,185.3,CORN
2012,MISSISSIPPI,126.2,CORN
2012,MISSISSIPPI,13.4,CORN
2012,MISSISSIPPI,168.1,CORN
2012,MISSISSIPPI,165.0,CORN
2012,MISSISSIPPI,147.0,CORN
2012,MISSISSIPPI,156.0,CORN
2012,MISSISSIPPI,156.0,CORN
2012,MISSISSIPPI,150.0,CORN
2012,MISSISSIPPI,14.0,CORN
2012,MISSOURI,152.8,CORN
2012,MISSOURI,17.1,CORN
2012,MISSOURI,58.4,CORN
2012,MISSOURI,8.1,CORN
2012,MISSOURI,102.6,CORN
2012,MISSOURI,12.9,CORN
2012,MISSOURI,75.0,CORN
2012,MISSOURI,75.0,CORN
2012,MISSOURI,75.0,CORN
2012,MISSOURI,75.0,CORN
2012,MISSOURI,75.0,CORN
2012,MISSOURI,8.0,CORN
2012,MONTANA,138.8,CORN
2012,MONTANA,21.9,CORN
2012,MONTANA,28.7,CORN
2012,MONTANA,13.4,CORN
2012,MONTANA,132.8,CORN
2012,MONTANA,15.1,CORN
2012,MONTANA,104.0,CORN
2012,MONTANA,20.0,CORN
2012,NEBRASKA,170.0,CORN
2012,NEBRASKA,19.8,CORN
2012,NEBRASKA,68.0,CORN
2012,NEBRASKA,7.0,CORN
2012,NEBRASKA,139.4,CORN
2012,NEBRASKA,13.1,CORN
2012,NEBRASKA,142.0,CORN
2012,NEBRASKA,147.0,CORN
2012,NEBRASKA,139.0,CORN
2012,NEBRASKA,142.0,CORN
2012,NEBRASKA,145.0,CORN
2012,NEBRASKA,10.0,CORN
2012,NEBRASKA,190.1,CORN
2012,NEBRASKA,58.5,CORN
2012,NEVADA,126.8,CORN
2012,NEVADA,23.1,CORN
2012,NEVADA,24.0,CORN
2012,NEW HAMPSHIRE,108.0,CORN
2012,NEW HAMPSHIRE,20.1,CORN
2012,NEW HAMPSHIRE,20.0,CORN
2012,NEW JERSEY,13.0,CORN
2012,NEW JERSEY,109.5,CORN
2012,NEW JERSEY,15.5,CORN
2012,NEW JERSEY,14.1,CORN
2012,NEW JERSEY,118.0,CORN
2012,NEW JERSEY,127.0,CORN
2012,NEW JERSEY,133.0,CORN
2012,NEW JERSEY,132.0,CORN
2012,NEW JERSEY,127.0,CORN
2012,NEW JERSEY,15.0,CORN
2012,NEW MEXICO,192.9,CORN
2012,NEW MEXICO,23.7,CORN
2012,NEW MEXICO,17.6,CORN
2012,NEW MEXICO,170.0,CORN
2012,NEW MEXICO,24.0,CORN
2012,NEW YORK,68.8,CORN
2012,NEW YORK,15.6,CORN
2012,NEW YORK,129.1,CORN
2012,NEW YORK,16.5,CORN
2012,NEW YORK,144.8,CORN
2012,NEW YORK,19.2,CORN
2012,NEW YORK,134.0,CORN
2012,NEW YORK,119.0,CORN
2012,NEW YORK,135.0,CORN
2012,NEW YORK,130.0,CORN
2012,NEW YORK,120.0,CORN
2012,NEW YORK,17.0,CORN
2012,NORTH CAROLINA,122.8,CORN
2012,NORTH CAROLINA,18.0,CORN
2012,NORTH CAROLINA,114.7,CORN
2012,NORTH CAROLINA,15.6,CORN
2012,NORTH CAROLINA,129.8,CORN
2012,NORTH CAROLINA,16.3,CORN
2012,NORTH CAROLINA,117.0,CORN
